MARITAL_STATUS,STATE,CREDIT_BALANCE,TIME_AS_CUSTOMER,MORTGAGE_AMOUNT,BANK_FUNDS,N_OF_DEPENDENTS,HAS_CHILDREN,SALARY,CUST_ID,SEX,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOUSE_OWNERSHIP,N_TRANS_WEB_BANK,BUY_INSURANCE,MONTHLY_CHECKS_WRITTEN,N_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,LTV,T_AMOUNT_AUTOM_PAYMENTS,N_TRANS_TELLER,CHECKING_AMOUNT,N_TRANS_ATM,LTV_BIN,LAST,N_MORTGAGES,CAR_OWNERSHIP,FIRST
SINGLE,CA,37,3,0,500,3,NO,75371,CU12985,Male,Administrative Assistant,1500,West,0,0,No,2,1,27,53.19,17042.75,0,2,25,3,MEDIUM,DEMARCUS,0,NO,ESQUIVEL
SINGLE,IL,0,3,250,500,3,NO,63469,CU12986,Male,Programmer/Developer,1500,Midwest,1,250,No,17,1,20,53.13,23367.25,0,2,25,2,HIGH,AVERY,1,YES,HASTINGS
SINGLE,CA,0,3,0,0,3,NO,53720,CU12987,Male,Childcare Worker,2500,West,0,0,No,1,1,39,53.04,12830,0,0,25,2,LOW,MATTHEW,0,NO,FAY
MARRIED,CA,0,1,1261,750,1,NO,82193,CU12988,Female,Sales Representative,2500,West,1,250,Yes,11,1,40,54.09,33048.25,124,3,25,5,VERY HIGH,TANDRA,1,YES,BENJAMIN
SINGLE,NY,0,5,0,500,5,NO,70320,CU12992,Female,Programmer/Developer,2500,NorthEast,0,0,Yes,10,1,25,53.29,12580,103,2,77,3,LOW,KENDA,0,YES,PARRIS
SINGLE,CA,0,2,0,5036,2,NO,67607,CU5632,Male,Mason,2500,West,0,1086,No,9,0,66,54.47,20501.75,24628,9,23476,5,MEDIUM,WILBURN,0,YES,SHIPMAN
SINGLE,MI,0,2,0,11450,0,NO,75257,CU5633,Male,PROF-16,1500,Midwest,0,350,No,2,0,0,53.88,0,61685,5,954,4,LOW,WILLIS,0,YES,DIXON
SINGLE,NY,1764,1,510,16000,1,NO,58341,CU5634,Female,IT Staff,1000,NorthEast,1,510,No,5,0,67,54.5,29785.25,19797,1,15516,5,HIGH,SEE,1,YES,COMPTON
DIVORCED,MI,0,2,2000,1326,0,YES,57805,CU5635,Male,Author,1300,Midwest,2,1,No,3,0,70,53.17,37451.25,5245,3,4103,2,VERY HIGH,CONNIE,2,YES,GIBBS
WIDOWED,NY,0,1,6000,15364,1,YES,68503,CU5637,Female,Law Enforcement Officer,1400,NorthEast,2,4800,No,2,8,72,53.23,37825.75,11345,2,9735,3,VERY HIGH,KARLEEN,2,YES,COURTNEY
DIVORCED,NY,628,2,3210,1500,3,YES,60831,CU8953,Male,Secretary,1000,NorthEast,1,3210,No,5,1,60,53.12,21207.75,1141,3,120,2,MEDIUM,CHAD,1,YES,LEARY
MARRIED,MI,0,1,5000,9850,1,YES,50758,CU8955,Female,Clerical,3500,Midwest,2,1500,No,11,1,32,53.08,29389.5,1601,1,1053,1,HIGH,RICARDA,2,YES,MAGEE
MARRIED,CO,0,1,1000,1150,1,NO,61762,CU8956,Female,Technical Writer,700,West,1,1000,Yes,7,1,42,53.22,28140.5,126,3,25,3,HIGH,PURA,1,YES,YARBROUGH
SINGLE,MI,0,3,0,0,3,NO,62332,CU8958,Male,Programmer/Developer,1000,Midwest,0,0,No,0,1,27,53.07,13783,0,1,25,1,LOW,MARIANO,0,NO,TEMPLE
SINGLE,DC,6473,2,0,2288,0,YES,65616,CU6010,Male,Administrative Assistant,800,NorthEast,0,1038,No,18,0,60,53.71,18404,21208,1,11511,4,MEDIUM,JESS,0,YES,CHENG
WIDOWED,CA,0,1,5000,11000,1,YES,68672,CU5598,Female,PROF-30,800,West,1,2500,Yes,4,0,77,54.55,28368,20925,5,25,5,HIGH,TILDA,1,YES,SPICER
DIVORCED,NV,0,1,4500,9204,1,YES,66053,CU5599,Female,Not specified,800,Southwest,1,2004,Yes,4,0,55,54.97,25513.25,7833,3,491,5,HIGH,CANDYCE,1,YES,BRITTON
WIDOWED,MI,0,2,5000,1501,2,NO,94542,CU5600,Female,Clerical,4000,Midwest,1,5000,No,11,0,61,53.54,36735.5,1470,3,373,4,VERY HIGH,SANG,1,YES,DUTTON
DIVORCED,NY,0,2,2000,0,0,NO,55137,CU5601,Male,Administrative Assistant,1600,NorthEast,1,2000,No,14,3,68,53.47,31584.25,18329,1,25,4,VERY HIGH,DUSTY,1,YES,KOCH
WIDOWED,NY,4942,4,6000,14200,1,YES,63022,CU5602,Female,IT Staff,500,NorthEast,1,4200,No,4,0,70,53.77,27755.5,8863,5,25,4,HIGH,ELANA,1,YES,MAIN
OTHER,NY,0,1,15000,22300,1,NO,95334,CU5603,Female,Clerical,4000,NorthEast,2,5000,No,3,0,43,53.68,46633.5,7371,5,25,4,VERY HIGH,CARMA,2,YES,OLSON
DIVORCED,NY,53288,4,0,8101,4,YES,57420,CU5604,Male,Veterinarian,1100,NorthEast,0,1,No,16,0,38,53.39,7155,54102,4,155,4,LOW,STEVEN,0,YES,WANG
WIDOWED,MI,10020,1,6000,12100,1,NO,72107,CU5605,Female,PROF-9,1100,Midwest,2,3700,No,5,8,53,55.6,41826.75,24645,4,411,6,VERY HIGH,IRAIDA,2,YES,SYKES
WIDOWED,MI,37647,1,7000,24900,1,YES,57359,CU5606,Female,Author,1400,Midwest,2,4900,No,3,0,57,53.58,33539.75,39204,8,251,4,VERY HIGH,MELVA,2,YES,OJEDA
SINGLE,MI,0,2,0,1656,0,YES,59180,CU5607,Male,Administrative Assistant,700,Midwest,0,506,No,4,0,65,53.09,17295,2383,2,1795,1,MEDIUM,BARRETT,0,YES,SCHMITZ
SINGLE,NV,0,3,0,700,3,YES,62868,CU6608,Male,Programmer/Developer,500,Southwest,0,0,No,6,1,28,53.09,9017,771,3,699,1,LOW,LACY,0,YES,GUINN
DIVORCED,NV,0,5,2500,5200,5,YES,60978,CU6609,Female,Homemaker,500,Southwest,1,850,No,3,1,28,54.14,15544.5,2715,3,542,5,MEDIUM,HERMA,1,YES,BERNIER
MARRIED,CA,0,3,830,0,3,NO,68197,CU6613,Male,PROF-53,900,West,1,830,No,0,1,36,53.06,26149.25,0,0,25,0,HIGH,RANDY,1,YES,ELLIOTT
MARRIED,MI,0,3,1000,450,3,NO,63123,CU6615,Male,Lab Technician,900,Midwest,1,1000,No,3,1,29,53.4,24180.75,868,2,215,4,HIGH,OLIVER,1,YES,SYLVESTER
SINGLE,MI,0,2,0,0,0,NO,57510,CU6616,Male,Nurse,900,Midwest,0,0,No,0,1,28,53.06,18177.5,0,0,25,0,MEDIUM,FELTON,0,NO,MARRERO
DIVORCED,NY,0,1,1850,0,1,YES,60258,CU6617,Male,Bank Teller,900,NorthEast,1,1850,No,0,1,44,53.06,22964.5,502,1,25,0,HIGH,REY,1,YES,BENITEZ
MARRIED,NY,0,4,6200,0,2,YES,58125,CU6618,Male,PROF-14,900,NorthEast,2,6200,No,0,1,46,56.37,32131.25,528,1,25,6,VERY HIGH,WALDO,2,YES,COOPER
MARRIED,MI,0,1,1500,1600,1,YES,70491,CU6619,Female,PROF-9,1000,Midwest,1,300,Yes,4,1,55,53.78,26622.75,603,3,25,4,HIGH,MICHIKO,1,YES,SHIPP
DIVORCED,NY,0,1,3000,0,1,NO,61725,CU6620,Female,PROF-5,900,NorthEast,1,3000,No,3,2,51,53.28,29031.25,6320,1,3907,3,HIGH,NATISHA,1,YES,HENRY
SINGLE,MI,0,2,0,0,0,NO,57651,CU8791,Male,Nurse,1500,Midwest,0,0,No,0,1,34,53.06,18812.75,504,0,25,0,MEDIUM,FELTON,0,YES,MONTALVO
DIVORCED,DC,0,4,4000,3900,4,YES,61708,CU8792,Male,PROF-9,800,NorthEast,1,4000,No,13,1,44,54.44,18827,24770,1,20713,5,MEDIUM,CARL,1,YES,GROVER
DIVORCED,MN,0,1,4500,0,1,NO,70437,CU8793,Female,Medical Doctor,1500,West,1,4500,No,0,1,39,54.52,30009.25,663,1,25,5,VERY HIGH,MONICA,1,YES,RUTLEDGE
SINGLE,NY,0,2,0,0,0,NO,68351,CU8794,Male,Nurse,1500,NorthEast,0,0,No,1,1,27,53.07,20787.75,0,0,25,1,MEDIUM,SAMUEL,0,NO,HOPKINS
SINGLE,MS,0,2,0,0,0,NO,60154,CU8798,Male,Nurse,1500,South,0,0,No,0,1,32,53.06,19238.5,502,0,25,0,MEDIUM,DARELL,0,YES,VELASCO
SINGLE,NY,0,2,0,300,0,NO,75838,CU8799,Male,Nurse,1500,NorthEast,0,0,No,2,1,30,53.23,22959.5,2897,2,25,3,HIGH,FABIAN,0,YES,MAYO
DIVORCED,MI,0,4,3000,5325,6,YES,63929,CU8802,Female,IT Staff,800,Midwest,1,1950,Yes,4,1,55,54.34,16482.25,1978,4,842,5,MEDIUM,REGENIA,1,YES,BRIGHT
MARRIED,MI,0,1,847,250,1,NO,68283,CU8803,Male,PROF-61,1500,Midwest,1,847,Yes,3,1,30,53.32,28570.75,196,2,25,3,HIGH,DANA,1,YES,WELLMAN
DIVORCED,NV,0,1,2500,0,1,YES,74533,CU8806,Female,Fireman,1500,Southwest,1,2500,No,2,1,32,53.8,25333.25,731,3,144,4,HIGH,JACALYN,1,YES,CARROLL
MARRIED,NY,0,1,800,450,1,YES,59110,CU8808,Male,Fireman,1500,NorthEast,1,800,Yes,4,1,34,53.56,21677.5,700,2,94,4,MEDIUM,LOUIS,1,YES,WEATHERS
DIVORCED,CA,9804,1,4600,8044,1,YES,60197,CU8809,Male,Law Enforcement Officer,1500,West,1,794,No,8,1,38,53.13,22349.25,10928,4,25,2,HIGH,TANNER,1,YES,WINTERS
MARRIED,CA,137,1,1000,700,1,YES,56712,CU8810,Male,IT Staff,1500,West,1,1000,No,2,1,38,54.5,21478,11729,3,7647,5,MEDIUM,SHANNON,1,YES,MCGEE
MARRIED,CA,0,5,1050,900,5,NO,70084,CU8811,Female,Mason,1500,West,1,1050,No,17,1,24,53.63,22421,4241,3,3001,4,HIGH,TRISTA,1,YES,OAKES
SINGLE,CA,0,2,0,0,0,NO,58680,CU8812,Male,Nurse,800,West,0,0,No,0,1,65,53.06,22170,508,0,25,0,HIGH,MAJOR,0,YES,FRANCIS
SINGLE,OH,0,4,0,0,0,YES,59384,CU8813,Male,Nurse,800,Midwest,0,0,No,1,1,49,53.07,16746,655,1,25,1,MEDIUM,ELLIOT,0,YES,JEWELL
MARRIED,CA,0,2,1062,0,0,NO,67312,CU8815,Male,Nurse,800,West,1,1062,No,0,1,45,53.06,32328,505,1,25,0,VERY HIGH,LAURENCE,1,YES,ONEAL
MARRIED,CA,0,4,1233,600,3,YES,64138,CU8816,Male,Waiter/Waitress,800,West,2,1233,Yes,14,1,42,53.51,31234.5,649,2,25,4,VERY HIGH,WILMER,2,YES,ROUSE
SINGLE,CO,0,4,0,0,3,NO,69286,CU8817,Male,Clerical,800,West,0,0,No,0,1,55,53.06,18821.5,504,0,25,0,MEDIUM,SANFORD,0,YES,TRENT
SINGLE,NY,0,3,0,0,3,NO,59513,CU8819,Male,Programmer/Developer,1500,NorthEast,0,0,No,0,1,22,53.06,12578.25,0,0,25,0,LOW,ISAIAH,0,NO,FLYNN
MARRIED,CA,0,1,700,600,1,YES,67324,CU8820,Female,Lab Technician,600,West,2,700,No,4,1,42,53.46,34531,1516,2,25,4,VERY HIGH,PETER,2,YES,VEGA
DIVORCED,FL,0,4,4000,1801,3,YES,57979,CU8822,Female,Clerical,1500,South,1,4000,No,4,1,31,53.14,18594.75,1303,3,237,2,MEDIUM,MARICA,1,YES,VOGEL
MARRIED,MI,0,3,1407,451,3,YES,61333,CU8823,Male,Not specified,1500,Midwest,1,1407,No,8,1,33,53.3,19133.25,1068,2,25,3,MEDIUM,ELWOOD,1,YES,GOLDEN
MARRIED,MI,0,1,724,500,1,NO,65720,CU7544,Male,Administrative Assistant,600,Midwest,1,724,No,3,1,31,53.22,28030,548,2,519,3,HIGH,SOLOMON,1,YES,COREY
SINGLE,MS,0,5,270,500,5,NO,64707,CU7545,Female,Programmer/Developer,1000,South,1,270,Yes,17,2,21,53.13,20776.75,0,2,25,2,MEDIUM,NISHA,1,YES,HERRERA
SINGLE,NY,0,3,0,540,3,NO,63919,CU7546,Male,Programmer/Developer,600,NorthEast,0,0,Yes,4,6,31,53.43,14579.75,302,2,42,4,MEDIUM,TOMMY,0,YES,MEADOWS
DIVORCED,NY,0,5,2200,1300,5,NO,54701,CU7547,Female,PROF-3,1500,NorthEast,1,2200,Yes,5,1,44,53.12,20575.25,396,3,25,2,MEDIUM,SCARLET,1,YES,BLUM
SINGLE,NY,0,3,0,0,3,NO,57583,CU7548,Male,Programmer/Developer,1000,NorthEast,0,0,No,7,1,21,53.13,11995.75,180,1,25,2,LOW,LONG,0,YES,MYRICK
WIDOWED,MS,0,1,7800,8000,1,YES,70350,CU8576,Female,PROF-25,1500,South,1,7800,No,14,1,76,55.04,28687.5,4196,2,329,5,HIGH,YUONNE,1,YES,GRAYSON
MARRIED,MI,0,4,5046,7000,1,YES,87639,CU8577,Male,Medical Doctor,3500,Midwest,1,3000,No,3,1,46,53.63,31509.75,2286,5,573,4,VERY HIGH,JIMMY,1,YES,BEYER
MARRIED,WA,31148,4,1500,3250,4,YES,74047,CU8579,Female,Author,1500,West,1,600,No,17,1,72,53.74,24711.75,32141,2,25,4,HIGH,JENI,1,YES,CLOUTIER
MARRIED,NY,0,3,1000,0,3,NO,71067,CU10766,Male,First-line Manager,1500,NorthEast,1,1000,No,0,1,33,53.06,26566.75,0,0,25,0,HIGH,ANTONIO,1,YES,HODGES
MARRIED,DC,0,2,1450,0,2,NO,65869,CU10768,Male,Programmer/Developer,1500,NorthEast,2,1450,No,3,1,29,53.07,36367.25,1612,0,25,1,VERY HIGH,MOHAMED,2,YES,SHAH
DIVORCED,NY,0,4,4000,5800,6,YES,67298,CU10769,Female,Author,800,NorthEast,2,900,No,1,1,61,53.12,27924.5,1492,2,1391,2,HIGH,BRIANNA,2,YES,AMOS
MARRIED,NY,0,3,750,0,3,NO,60357,CU15395,Male,PROF-42,700,NorthEast,1,750,No,1,4,32,53.09,23789.25,104,1,93,1,HIGH,TOMMIE,1,YES,HORN
MARRIED,CA,0,1,1080,1150,1,NO,66693,CU15396,Male,Cashier,700,West,1,1080,No,6,4,40,53.45,29173.25,165,3,25,4,HIGH,RICH,1,YES,KENDRICK
MARRIED,DC,0,4,1100,1050,4,YES,57052,CU15398,Male,DBA,1000,NorthEast,1,1100,Yes,2,4,30,54.18,16263,428,3,25,5,MEDIUM,KERMIT,1,YES,NICHOLS
SINGLE,NY,0,3,120,0,3,NO,63498,CU15400,Male,Nurse,1000,NorthEast,1,120,No,0,4,27,53.06,24074.5,0,0,25,0,HIGH,WILLIAMS,1,YES,MYERS
DIVORCED,MI,0,5,2000,1300,5,NO,69271,CU15402,Female,PROF-6,1000,Midwest,1,250,Yes,11,8,42,53.8,24017.75,227,2,25,4,HIGH,LINDSAY,1,YES,BARTLETT
SINGLE,UT,0,3,0,0,3,NO,80701,CU15799,Male,PROF-28,2500,Southwest,0,0,No,0,5,47,53.05,20375.25,0,0,25,2,MEDIUM,REGINALD,0,NO,JENKINS
MARRIED,UT,0,1,1406,500,1,NO,54879,CU15800,Male,Programmer/Developer,2500,Southwest,1,1406,No,4,5,26,52.97,24819.75,184,2,25,2,HIGH,GRANT,1,YES,SWAIN
SINGLE,OR,0,3,0,550,3,NO,67961,CU14825,Male,Programmer/Developer,1000,West,0,0,Yes,2,1,23,53.08,14790.25,442,2,350,1,MEDIUM,GALEN,0,YES,STANLEY
SINGLE,NY,0,3,0,500,3,NO,70240,CU14861,Male,Programmer/Developer,1000,NorthEast,0,0,No,4,2,19,53.2,14960,0,2,25,3,MEDIUM,EMMANUEL,0,NO,MCGRAW
MARRIED,IL,0,1,1500,251,1,NO,61612,CU14869,Male,Programmer/Developer,1500,Midwest,1,1500,No,0,1,31,53.3,27003,0,2,25,3,HIGH,MONROE,1,YES,DECKER
SINGLE,CA,0,3,0,500,3,NO,59750,CU14878,Male,Programmer/Developer,1000,West,0,0,Yes,2,1,27,53.42,13137.5,125,2,25,4,LOW,CESAR,0,YES,ZAMORA
SINGLE,IL,0,3,0,500,3,NO,70458,CU14886,Male,PROF-6,1000,Midwest,0,0,Yes,2,1,21,53.23,15214.5,125,2,25,3,MEDIUM,IRWIN,0,YES,SHEPPARD
MARRIED,DC,0,3,1220,800,3,YES,60838,CU12706,Male,First-line Manager,1500,NorthEast,1,1220,Yes,3,1,22,54.21,17909.5,169,3,25,5,MEDIUM,FRANCESCO,1,YES,PRINGLE
SINGLE,NY,0,3,0,250,3,YES,62206,CU12707,Male,Programmer/Developer,1000,NorthEast,0,0,No,16,3,25,53.07,8551.5,397,2,310,1,LOW,FLORENTINO,0,YES,AVALOS
SINGLE,MI,0,3,0,250,3,YES,63742,CU12708,Male,Programmer/Developer,600,Midwest,0,0,No,9,1,40,53.13,10435.5,523,2,512,2,LOW,MICHEL,0,YES,AKINS
SINGLE,NY,0,3,0,500,3,NO,63169,CU12709,Male,Programmer/Developer,1000,NorthEast,0,0,No,18,3,19,53.1,13192.25,866,2,854,2,LOW,JOEL,0,YES,HAM
SINGLE,MN,0,3,0,500,3,NO,59138,CU12711,Male,Programmer/Developer,1000,West,0,0,No,16,1,21,53.03,12384.5,422,2,411,2,LOW,ORVAL,0,YES,FLYNN
MARRIED,CA,0,3,900,500,3,NO,61172,CU12713,Male,Cashier,600,West,1,900,Yes,2,1,54,53.53,26193,177,2,25,4,HIGH,WESTON,1,YES,HUBBARD
SINGLE,MI,0,3,0,0,3,NO,71652,CU12714,Male,PROF-28,1000,Midwest,0,0,No,0,1,20,53.06,15413,0,0,25,0,MEDIUM,VALENTINE,0,NO,FOUNTAIN
SINGLE,NY,0,3,250,500,3,NO,65879,CU12715,Male,Programmer/Developer,1000,NorthEast,1,250,No,13,1,21,53.26,24069.75,1074,2,25,3,HIGH,JEWEL,1,YES,FERNANDEZ
MARRIED,MI,0,3,700,0,3,NO,70604,CU12716,Male,Programmer/Developer,1000,Midwest,1,700,No,2,6,24,55,25551,0,1,25,5,HIGH,RENALDO,1,YES,GODFREY
MARRIED,IL,0,3,1600,251,3,YES,65382,CU11008,Male,Programmer/Developer,1500,Midwest,1,1600,No,4,1,54,53.41,22245.5,0,2,25,4,HIGH,TRISTAN,1,YES,BUSH
MARRIED,NY,0,3,760,0,3,NO,59161,CU11010,Male,Technical Writer,1000,NorthEast,1,760,No,2,1,23,53.07,22590.25,0,1,38,1,HIGH,TEDDY,1,YES,CANTU
MARRIED,NY,0,3,1000,4995,3,YES,58158,CU11011,Male,PROF-17,1000,NorthEast,1,1000,No,4,6,18,55.06,16839.5,32284,1,25,5,MEDIUM,EMERY,1,YES,RICKS
MARRIED,MI,0,4,1585,2000,4,YES,68927,CU11012,Female,Fireman,800,Midwest,1,350,No,4,1,52,53.25,21431.75,920,1,775,3,MEDIUM,AKIKO,1,YES,TOWNSEND
MARRIED,NY,0,4,1621,0,4,YES,58585,CU11013,Male,Programmer/Developer,1500,NorthEast,1,1621,No,14,1,25,53.09,16146.25,0,1,25,1,MEDIUM,MOSE,1,YES,BOWERS
MARRIED,MS,0,3,700,750,3,NO,60850,CU11014,Male,Bank Teller,1500,South,1,700,No,4,1,27,53.7,23412.5,389,3,25,4,HIGH,MAURICE,1,YES,HAMMONDS
DIVORCED,MI,0,3,3500,1900,3,YES,69985,CU11015,Male,Secretary,1500,Midwest,2,600,No,1,3,28,54.02,30796.25,222,1,25,5,VERY HIGH,DAN,2,YES,COSTA
SINGLE,CA,0,2,0,0,0,NO,61565,CU11016,Male,PROF-41,1500,West,0,0,No,0,1,28,53.06,19191.25,0,0,25,0,MEDIUM,HARLAN,0,NO,HASTINGS
SINGLE,NY,0,3,250,500,3,NO,64719,CU12469,Male,Programmer/Developer,1000,NorthEast,1,250,No,18,1,21,53.02,23779.75,114,2,106,2,HIGH,RON,1,YES,MOTT
MARRIED,MI,0,3,1326,500,3,YES,55827,CU12471,Male,PROF-4,1500,Midwest,1,1326,No,1,1,41,53.42,18556.75,672,2,634,4,MEDIUM,WESTON,1,YES,NICHOLSON
SINGLE,NY,0,3,350,540,3,NO,59285,CU12472,Male,Programmer/Developer,1000,NorthEast,1,350,Yes,16,3,23,54.59,22621.25,265,2,25,5,HIGH,GUS,1,YES,HUERTA
OTHER,FL,0,4,20000,6000,3,NO,54613,CU11874,Female,IT Staff,4000,South,2,20000,Yes,4,4,51,57.58,34753.25,2165,4,25,6,VERY HIGH,JEANE,2,YES,PACHECO
MARRIED,MI,0,3,750,650,3,YES,65258,CU11875,Male,Programmer/Developer,1000,Midwest,2,750,No,17,4,24,53.03,29214.5,426,2,33,2,HIGH,FREDERIC,2,YES,CALVERT
MARRIED,NY,0,3,1500,301,3,NO,63363,CU11877,Male,Professor,1000,NorthEast,1,1500,No,2,4,30,53.04,24340.75,377,2,25,2,HIGH,SANFORD,1,YES,JOSEPH
SINGLE,CA,0,3,0,750,3,NO,59935,CU11878,Male,Programmer/Developer,1000,West,0,0,Yes,1,4,23,53.13,12783.75,0,3,25,2,LOW,DENIS,0,NO,STUART
MARRIED,NY,0,1,5000,5350,1,YES,69406,CU11880,Female,IT Staff,3500,NorthEast,1,1500,No,3,2,45,54.95,25351.5,1706,4,25,5,HIGH,LASHON,1,YES,AKERS
DIVORCED,CA,0,1,3825,9500,1,YES,68739,CU12126,Female,Secretary,2000,West,1,1500,No,1,4,48,53.13,25484.75,123,4,25,2,HIGH,CAMELLIA,1,YES,CROFT
DIVORCED,FL,0,1,3100,6700,1,YES,62612,CU12169,Female,Secretary,2000,South,1,1500,Yes,2,4,64,53.82,25553,1075,4,508,4,HIGH,NIKIA,1,YES,RIOS
MARRIED,CA,0,1,700,600,1,NO,69649,CU12186,Male,Sales Representative,1000,West,1,700,Yes,9,4,28,53.32,28712.25,173,2,25,3,HIGH,STACEY,1,YES,MOBLEY
SINGLE,NY,0,3,500,750,3,NO,60257,CU12195,Male,Veterinarian,1000,NorthEast,1,500,Yes,9,4,20,53.29,22564.25,178,3,25,3,HIGH,CARY,1,YES,LYLE
SINGLE,NM,0,3,0,500,3,YES,68235,CU12203,Male,Programmer/Developer,1000,Southwest,0,0,Yes,2,4,19,53.23,9458.75,175,2,25,3,LOW,JAKE,0,YES,PARSON
MARRIED,NY,0,3,800,0,3,NO,69360,CU12233,Male,Programmer/Developer,1000,NorthEast,1,800,No,2,4,24,53.24,25240,0,1,25,3,HIGH,KENDRICK,1,YES,POIRIER
DIVORCED,CA,0,1,1850,850,1,YES,74672,CU12241,Male,PROF-21,1500,West,1,250,Yes,4,4,56,53.76,27768,426,3,60,4,HIGH,ABRAHAM,1,YES,LOCKETT
SINGLE,MI,0,3,577,500,3,NO,67693,CU12251,Male,Programmer/Developer,1000,Midwest,1,577,No,4,4,21,53.01,24523.25,501,2,376,2,HIGH,TOMAS,1,YES,HOOKS
MARRIED,MI,0,3,1060,0,3,NO,57257,CU12259,Male,PROF-41,1000,Midwest,1,1060,No,10,4,41,53.1,23914.25,242,1,25,2,HIGH,TODD,1,YES,RIDER
SINGLE,NV,0,3,250,500,3,NO,69724,CU12286,Male,Programmer/Developer,1500,Southwest,1,250,Yes,4,4,23,52.96,25231,164,2,81,2,HIGH,ELLIOT,1,YES,PADGETT
SINGLE,MI,0,2,0,0,0,NO,60732,CU12295,Male,Nurse,1200,Midwest,0,0,No,2,4,0,53.08,0,591,0,25,1,LOW,ARTURO,0,YES,STARK
SINGLE,CA,0,2,0,0,0,NO,64341,CU5615,Male,PROF-42,900,West,0,0,No,0,0,26,53.06,19685.25,502,0,25,0,MEDIUM,LES,0,YES,BOWDEN
MARRIED,MI,0,2,1500,0,0,YES,69262,CU5616,Male,IT Staff,1200,Midwest,1,1500,No,0,0,65,53.06,29815.5,509,1,25,0,HIGH,BRYANT,1,YES,TAPIA
SINGLE,MI,0,2,0,2200,0,YES,64392,CU5617,Male,PROF-47,600,Midwest,0,0,No,5,0,84,53.76,20498,7093,8,25,4,MEDIUM,JULIUS,0,YES,BURCH
DIVORCED,MI,0,1,2150,4347,1,NO,75240,CU5618,Female,School Teacher,1500,Midwest,1,1397,No,2,0,57,53.1,33010,1314,2,161,2,VERY HIGH,DALE,1,YES,CONNOLLY
DIVORCED,NY,0,3,2000,1600,3,NO,59550,CU11513,Male,Dentist,1500,NorthEast,1,2000,No,9,1,37,54.08,24087.5,575,3,398,5,HIGH,MIKE,1,YES,ALVAREZ
MARRIED,NC,70,1,10000,3200,1,YES,59401,CU11514,Female,Plumber,5000,South,1,1000,No,2,1,47,53.2,23050.25,768,1,687,3,HIGH,IMOGENE,1,YES,BENTON
SINGLE,MI,0,3,0,0,3,NO,70653,CU11515,Male,PROF-12,1500,Midwest,0,0,No,1,1,30,53.05,16163.25,0,0,25,2,MEDIUM,KENNETH,0,NO,BARON
DIVORCED,NV,44,1,3000,0,1,NO,70044,CU11516,Female,Clerical,2500,Southwest,1,3000,No,1,1,51,53.17,31111,413,0,342,2,VERY HIGH,CHARLESETTA,1,YES,FORTUNE
DIVORCED,MI,0,2,2500,2201,2,NO,68535,CU11517,Male,Not specified,1500,Midwest,2,2500,No,11,1,33,53.98,37433.75,22569,1,20981,5,VERY HIGH,HAI,2,YES,WHALEN
MARRIED,NY,0,3,700,600,3,NO,64812,CU11518,Male,PROF-61,1500,NorthEast,1,700,No,11,1,22,53.3,23903,331,2,262,3,HIGH,WHITNEY,1,YES,COON
SINGLE,MI,0,1,292,0,1,YES,58665,CU12433,Male,Nurse,700,Midwest,1,292,No,1,1,36,53.08,21766.25,0,0,25,1,MEDIUM,LES,1,YES,FRENCH
SINGLE,NY,0,3,0,0,3,NO,64768,CU11521,Male,PROF-48,2500,NorthEast,0,0,No,2,1,33,53.05,14992,0,0,25,2,MEDIUM,ALLAN,0,NO,GOLD
SINGLE,WA,0,5,0,0,5,NO,74161,CU11522,Female,Programmer/Developer,2500,West,0,0,No,1,1,22,53.06,13240.25,778,0,25,0,LOW,KALLIE,0,YES,BORDEN
MARRIED,NY,0,3,1000,201,3,NO,59165,CU11523,Male,Fireman,1000,NorthEast,1,1000,No,7,1,24,53.15,22691.25,175,1,151,2,HIGH,ELLIOT,1,YES,SHAFER
SINGLE,NY,0,2,0,0,0,NO,63509,CU11524,Male,Nurse,700,NorthEast,0,0,No,0,1,31,53.06,19977.25,0,0,25,0,MEDIUM,MITCH,0,NO,HATFIELD
DIVORCED,NY,0,5,2994,4450,5,YES,57175,CU11525,Female,Not specified,1000,NorthEast,1,850,No,3,1,49,53.27,16693.75,3138,1,3125,3,MEDIUM,BARBIE,1,YES,BRAY
DIVORCED,NY,0,3,2500,5500,3,YES,70212,CU11527,Male,Administrator,1000,NorthEast,1,1500,Yes,2,1,28,54.61,20853,2251,4,25,5,MEDIUM,LUTHER,1,YES,OSBORN
SINGLE,MI,0,3,0,700,3,NO,58635,CU11528,Male,Programmer/Developer,1000,Midwest,0,0,Yes,8,1,22,53.16,12358.75,265,3,25,2,LOW,QUINTON,0,YES,FOSTER
SINGLE,IL,0,3,0,0,3,NO,60983,CU11529,Male,Programmer/Developer,1000,Midwest,0,0,No,1,1,24,53.07,13145.75,0,1,25,1,LOW,HARVEY,0,NO,ALBERT
SINGLE,NY,0,3,355,750,3,NO,70757,CU11530,Male,Programmer/Developer,1000,NorthEast,1,355,Yes,4,1,21,53.07,25289.25,284,3,25,1,HIGH,FREDERIC,1,YES,AVERY
